745	302	4	880122475
745	258	5	880122502
745	124	5	880122775
745	100	5	880122809
745	1	2	880122809
745	9	4	880122809
745	515	4	880122863
745	14	3	880122863
745	151	2	880122948
745	181	2	880122965
745	127	2	880122986
745	7	4	880123019
745	125	5	880123069
745	222	2	880123126
745	174	3	880123179
745	183	3	880123205
745	205	2	880123205
745	603	4	880123243
745	194	4	880123262
745	182	2	880123314
745	507	1	880123335
745	204	3	880123335
745	480	3	880123361
745	427	4	880123361
745	483	1	880123361
745	96	4	880123399
745	646	4	880123416
745	527	3	880123486
745	202	3	880123486
745	531	3	880123517
745	425	4	880123540
745	188	3	880123540
745	79	3	880123540
745	492	5	880123572
745	177	3	880123572
745	1126	2	880123572
745	230	2	880123572
745	207	2	880123609
745	8	4	880123627
745	28	2	880123671
745	168	3	880123671
745	520	3	880123696
745	203	3	880123696
745	510	3	880123720
745	923	3	880123720
745	215	3	880123751
745	519	5	880123751
745	190	5	880123905
745	285	1	880123905
745	286	1	880123905
745	98	5	880123905
745	12	5	880123905
745	20	1	880123905
745	276	1	880123905
745	275	1	880123905
745	10	5	880123905
746	79	5	885075165
746	50	5	885075165
746	172	5	885075165
746	183	4	885075165
746	128	3	885075211
746	56	3	885075211
746	399	3	885075211
746	144	5	885075211
746	568	4	885075211
746	22	4	885075211
746	89	4	885075243
746	127	2	885075243
746	176	5	885075243
746	174	5	885075243
746	228	4	885075243
746	222	3	885075267
746	117	4	885075304
746	232	3	885075304
746	431	5	885075304
746	685	3	885075304
746	161	3	885075304
746	2	3	885075304
746	597	4	885075304
746	455	4	885075304
746	230	1	885075337
746	684	4	885075337
746	403	4	885075337
746	82	4	885075337
746	121	3	885075337
746	68	4	885075337
746	550	4	885075367
746	385	5	885075367
746	578	4	885075399
746	265	4	885075399
746	229	2	885075399
746	233	4	885075399
746	720	3	885075399
746	546	3	885075434
746	226	4	885075434
746	24	4	885075434
746	62	3	885075434
746	281	3	885075434
746	231	2	885075476
746	38	2	885075476
746	449	1	885075476
746	405	2	885075476
746	523	3	885075497
746	186	4	885075497
746	202	5	885075518
746	8	4	885075539
746	204	5	885075539
746	208	4	885075569
746	157	4	885075590
746	196	4	885075612
746	423	3	885075612
746	1	4	885075714
746	132	4	885075756
746	64	4	885075790
746	168	3	885075790
746	506	3	885075824
747	303	5	888638091
747	302	5	888638091
747	347	5	888638091
747	268	5	888638091
747	288	4	888638091
747	269	4	888638183
747	900	5	888638183
747	305	5	888638183
747	262	5	888638242
747	292	4	888638293
747	333	4	888638335
747	286	4	888638335
747	258	2	888638335
747	304	4	888638370
747	327	4	888638425
747	875	3	888638455
747	989	3	888638508
747	315	4	888638774
747	508	5	888638876
747	357	5	888638876
747	664	2	888638876
747	223	5	888638913
747	30	5	888638913
747	604	5	888638913
747	631	5	888638957
747	1631	3	888638957
747	238	3	888638957
747	606	5	888638958
747	11	5	888638958
747	86	5	888638958
747	423	5	888638958
747	176	4	888638958
747	650	4	888639014
747	211	5	888639014
747	192	5	888639014
747	181	5	888639014
747	494	5	888639015
747	168	4	888639015
747	492	4	888639060
747	50	5	888639060
747	216	2	888639060
747	480	5	888639060
747	205	5	888639102
747	1204	4	888639102
747	71	5	888639102
747	418	5	888639102
747	792	5	888639102
747	199	4	888639102
747	732	3	888639138
747	174	5	888639138
747	129	5	888639138
747	511	5	888639138
747	1	5	888639138
747	124	5	888639138
747	659	4	888639175
747	509	5	888639176
747	7	4	888639176
747	467	4	888639222
747	634	5	888639222
747	31	4	888639222
747	172	5	888639222
747	194	3	888639222
747	189	4	888639272
747	462	5	888639272
747	182	5	888639272
747	210	4	888639272
747	25	3	888639318
747	116	4	888639318
747	967	3	888639318
747	95	3	888639318
747	498	5	888639318
747	939	3	888639362
747	156	3	888639362
747	501	5	888639362
747	603	5	888639362
747	582	5	888639362
747	127	5	888639362
747	475	5	888639397
747	96	5	888639397
