1	109	5	874965739
1	50	5	874965954
1	224	5	875071484
1	93	5	875071484
1	15	5	875071608
1	245	2	875071713
1	190	5	875072125
1	39	4	875072173
1	11	2	875072262
1	151	4	875072865
1	94	2	875072956
1	144	4	875073180
1	106	4	875241390
1	193	4	876892654
1	41	2	876892818
1	27	2	876892946
1	173	5	878541803
1	35	1	878542420
1	110	1	878542845
1	210	4	878542909
1	100	5	878543541
1	255	2	885345822
1	271	2	887431672
1	20	4	887431883
1	129	5	887431908
1	6	5	887431973
1	32	5	888732909
2	1	4	888550871
2	293	4	888550939
2	255	4	888551341
2	294	1	888551648
2	313	5	888552084
2	309	1	888980029
3	331	4	889237455
3	328	5	889237455
3	321	5	889237455
3	260	4	889237455
3	347	5	889237455
5	100	5	875635349
5	424	1	875635807
5	183	4	875636014
5	17	4	875636198
5	167	2	875636281
5	110	1	875636493
5	382	5	875636587
5	211	4	875636631
5	430	5	875636631
5	208	4	875636675
5	425	2	875637440
5	234	2	875720692
5	169	5	878844495
5	189	5	878844495
5	40	4	879198109
6	269	4	883268222
6	258	2	883268278
6	259	1	883268375
6	182	4	883268776
6	9	4	883599205
6	475	5	883599478
6	284	2	883599590
6	460	2	883600004
6	405	1	883600066
6	135	5	883600747
6	462	5	883600914
6	174	4	883600985
6	489	5	883601011
6	12	4	883601053
6	197	5	883601203
6	56	4	883601277
6	495	4	883601366
6	209	4	883601713
6	131	5	883602048
6	95	2	883602133
6	506	4	883602174
6	509	4	883602664
7	682	2	891350383
7	286	4	891350703
7	180	5	891350782
7	172	4	891350965
7	488	4	891351041
7	197	4	891351082
7	97	5	891351201
7	201	2	891351471
7	633	5	891351509
7	615	4	891351585
7	485	5	891351851
7	79	4	891352261
7	588	4	891352261
7	502	5	891352261
7	207	4	891352526
7	471	4	891352864
7	154	5	891353124
7	125	4	891353192
7	670	5	891353254
7	443	5	891353254
7	39	5	891353614
7	639	5	891353676
7	562	5	891354053
7	541	2	891354662
7	559	5	891354882
7	440	1	892131978
7	574	5	892132402
8	338	4	879361873
8	385	1	879362124
8	177	4	879362233
8	144	5	879362286
8	229	5	879362356
9	340	4	886958715
9	7	4	886960030
9	286	5	886960055
10	286	4	877886162
10	153	4	877886722
10	474	4	877886783
10	588	4	877886846
10	686	4	877886911
10	124	5	877888545
10	221	4	877888677
10	11	4	877888677
10	160	4	877888944
10	99	5	877889130
10	176	4	877889130
10	502	4	877889261
10	483	5	877889333
10	100	5	877891747
10	199	4	877892050
10	7	4	877892210
10	700	4	877892277
10	420	4	877892438
11	9	5	891902970
11	713	5	891903024
11	718	5	891903836
11	57	2	891904552
11	720	1	891904717
11	8	4	891904949
11	208	4	891905032
11	90	2	891905298
11	745	5	891905324
12	159	4	879959306
12	215	4	879959553
12	97	5	879960826
13	268	4	881514810
13	305	4	881514811
13	271	1	881514876
13	168	4	881515193
13	433	4	881515239
13	615	4	881515348
13	879	2	881515697
13	836	2	882139746
13	656	5	882139746
13	657	4	882139829
13	48	5	882139863
13	23	5	882139937
13	491	4	882140166
13	143	1	882140205
13	518	4	882140252
13	462	5	882140487
13	61	4	882140552
13	196	4	882140552
13	506	5	882140691
13	360	4	882140926
13	180	5	882141248
13	435	5	882141392
13	502	5	882141458
13	805	4	882141458
13	846	2	882141997
13	217	1	882396955
13	860	1	882396984
13	853	1	882397010
13	403	2	882397271
13	233	4	882397650
13	550	4	882397741
13	838	1	882397742
13	849	1	882397833
13	810	5	882398076
13	572	2	882398255
13	398	2	882398410
13	71	4	882398654
13	625	2	882398691
13	768	4	882398724
13	588	4	882398763
13	812	2	882398933
13	842	2	882399156
13	828	1	882399218
13	737	4	882399615
13	901	1	883670672
13	603	4	884538571
13	520	4	886302261
13	775	4	886304188
