166,346,1,886397596
234,1184,2,892079237
299,144,4,877881320
291,118,2,874833878
225,193,4,879539727
225,237,5,879539643
87,1016,4,879876194
174,368,1,886434402
213,273,5,878870987
80,466,5,887401701
1,61,4,878542420
125,478,4,879454628
268,930,2,875742942
85,507,4,879456199
275,98,4,875155140
170,749,5,887646170
104,984,1,888442575
90,1086,4,891384424
207,1115,2,879664906
269,522,5,891447773
269,845,1,891456255
256,781,5,882165296
43,815,4,883956189
293,135,5,888905550
213,515,4,878870518
117,1047,2,881009697
201,960,2,884112077
64,381,4,879365491
45,25,4,881014015
128,603,5,879966839
231,181,4,888605273
271,1028,2,885848102
10,7,4,877892210
269,234,1,891449406
226,242,5,883888671
276,64,5,874787441
201,1100,4,884112800
7,661,5,891351624
181,1288,1,878962349
87,82,5,879875774
181,927,1,878962675
299,387,2,889502756
62,665,2,879376483
64,736,4,889739212
113,126,5,875076827
16,194,5,877720733
303,161,5,879468547
230,1444,2,880485726
36,748,4,882157285
111,301,4,891680028
83,215,4,880307940
109,566,4,880578814
87,401,2,879876813
222,53,5,878184113
196,393,4,881251863
203,93,4,880434940
288,305,4,886372527
224,583,1,888103729
303,397,1,879543831
217,182,2,889070109
26,125,4,891371676
75,240,1,884050661
144,125,4,888104191
185,216,4,883526268
230,963,5,880484370
253,97,4,891628501
87,585,4,879877008
279,168,5,875296435
184,98,4,889908539
72,196,4,880036747
128,182,4,879967225
308,516,4,887736743
59,235,1,888203658
145,756,2,885557506
21,324,4,874950889
276,78,4,877934828
291,1016,4,874833827
25,257,4,885853415
248,117,5,884535433
291,15,5,874833668
10,488,5,877888613
83,43,4,880308690
42,953,2,881108815
94,174,4,885870231
158,24,4,880134261
92,747,4,875656164
305,483,5,886323068
230,419,4,880484587
10,285,5,877889186
207,25,4,876079113
177,321,2,880130481
18,182,4,880130640
125,134,5,879454532
274,748,5,878944406
70,419,5,884065035
59,418,2,888205188
144,153,5,888105823
94,471,4,891721642
1,113,5,878542738
121,117,1,891388600
181,240,1,878963122
280,127,5,891702544
311,566,4,884366112
60,208,5,883326028
200,478,5,884128788
184,86,5,889908694
222,148,2,881061164
257,1260,2,880496892
249,930,2,879640585
109,258,5,880562908
265,471,4,875320302
83,82,5,887665423
70,210,4,884065854
184,207,4,889908903
85,83,4,886282959
195,1014,4,879673925
25,25,5,885853415
82,455,4,876311319
262,293,2,879790906
144,508,4,888104150
259,772,4,874724882
303,1286,4,879467413
246,68,5,884922341
217,7,4,889069741
88,750,2,891037276
49,7,4,888067307
59,550,5,888206605
315,185,4,879821267
90,657,5,891385190
301,202,5,882076211
250,244,4,878089786
305,189,5,886323303
92,219,4,875654888
293,779,1,888908066
201,1245,4,884141015
210,161,5,887736393
207,87,4,884386260
216,697,4,883981700
316,306,4,880853072
7,106,4,891353892
42,185,4,881107449
85,277,2,879452938
82,231,2,878769815
15,678,1,879455311
99,181,5,885680138
43,151,4,875975613
54,298,4,892681300
295,47,5,879518166
311,385,5,884365284
287,257,4,875334224
305,61,4,886323378
323,298,4,878739275
10,340,4,880371312
313,148,2,891031979
318,257,5,884471030
320,117,4,884748641
91,427,4,891439057
97,482,5,884238693
7,44,5,891351728
159,685,4,880557347
175,71,4,877107942
210,380,4,887736482
201,421,2,884111708
197,294,4,891409290
62,464,4,879375196
15,932,1,879456465
313,673,4,891016622
59,12,5,888204260
59,170,4,888204430
256,413,4,882163956
272,127,5,879454725
13,97,4,882399357
214,151,5,892668153
297,628,4,874954497
308,581,4,887740500
117,50,5,880126022
109,31,4,880577844
93,412,2,888706037
210,58,4,887730177
43,66,4,875981506
21,839,1,874951797
198,214,4,884208273
60,47,4,883326399
314,1218,4,877887525
319,338,2,879977242
222,135,5,878181563
287,11,5,875335124
303,748,2,879466214
21,184,4,874951797
235,647,4,889655045
5,24,4,879198229
85,272,4,893110061
84,528,5,883453617
178,234,4,882826783
11,746,4,891905032
56,215,5,892678547
38,465,5,892432476
303,182,5,879467105
7,188,5,891352778
109,100,4,880563080
181,1324,1,878962464
235,1149,4,889655595
200,665,4,884130621
213,48,5,878955848
253,50,4,891628518
13,877,2,882140792
85,133,4,879453876
311,505,4,884365451
259,750,4,888630424
85,98,4,879453716
25,729,4,885852697
195,387,4,891762491
178,148,4,882824325
30,82,4,875060217
311,568,5,884365325
59,855,4,888204502
154,175,5,879138784
305,203,4,886323839
307,1411,4,877124058
327,533,4,887822530
290,222,4,880731778
57,409,4,883697655
128,143,5,879967300
197,176,5,891409798
326,186,4,879877143
7,182,4,891350965
109,89,4,880573263
195,181,5,875771440
256,280,5,882151167
43,26,5,883954901
307,71,5,879283169
296,286,5,884196209
189,120,1,893264954
188,474,4,875072674
307,431,4,877123333
312,480,5,891698224
256,29,4,882164644
263,333,2,891296842
119,313,5,886176135
131,845,4,883681351
235,511,5,889655162
60,79,4,883326620
102,264,2,883277645
268,68,4,875744173
296,510,5,884197264
195,14,4,890985390
58,1100,2,884304979
276,429,5,874790972
81,476,2,876534124
232,8,2,888549757
43,553,4,875981159
92,1016,2,875640582
2,314,1,888980085
254,50,5,886471151
86,258,5,879570366
145,250,5,882182944
332,566,4,888360342
234,596,2,891227979
323,9,4,878739325
136,276,5,882693489
200,72,4,884129542
249,23,4,879572432
214,79,4,891544306
52,1009,5,882922328
102,391,2,888802767
326,153,4,879875751
224,22,5,888103581
43,328,4,875975061
327,805,4,887819462
318,610,5,884496525
208,514,4,883108324
125,1036,2,892839191
290,274,4,880731874
83,216,4,880307846
104,324,1,888442404
320,99,4,884751440
234,229,4,892334189
328,754,4,885044607
258,323,4,885701062
57,744,5,883698581
269,210,1,891449608
314,791,4,877889398
59,47,5,888205574
181,823,2,878963343
130,172,5,875801530
42,785,4,881109060
269,72,2,891451470
181,688,1,878961668
92,175,4,875653549
181,406,1,878962955
245,222,4,888513212
1,177,5,876892701
263,523,5,891298107
181,359,1,878961668
212,515,4,879303571
302,309,2,879436820
201,844,2,884112537
249,22,5,879572926
286,269,5,879780839
226,270,4,883888639
303,460,4,879543600
290,218,2,880475542
181,1346,1,878962086
276,76,4,874791506
207,273,4,878104569
326,496,5,879874825
67,240,5,875379566
188,554,2,875074891
31,302,4,881547719
228,886,1,889387173
314,1139,5,877888480
118,433,5,875384793
42,405,4,881105541
117,1,4,880126083
95,96,4,879196298
332,228,5,888359980
301,11,4,882076291
38,384,5,892433660
224,778,1,888104057
217,1222,1,889070050
232,708,4,888550060
115,11,4,881171348
334,224,2,891545020
119,697,5,874782068
307,313,5,888095725
151,169,5,879524268
303,408,4,879467035
181,1351,1,878962168
270,70,5,876955066
109,845,4,880571684
62,702,2,879376079
320,291,4,884749014
207,529,4,878191679
6,509,4,883602664
254,596,4,886473852
313,131,4,891015513
305,169,5,886322893
312,408,4,891698174
314,924,5,877886921
5,453,1,879198898
90,213,5,891383718
276,176,5,874792401
306,319,4,876503793
189,480,5,893265291
151,175,5,879524244
263,86,4,891299574
63,109,4,875747731
13,64,5,882140037
10,4,4,877889130
32,276,4,883717913
14,175,5,879119497
305,257,2,886322122
269,131,5,891449728
102,1030,1,892994075
151,813,4,879524222
13,859,1,882397040
130,772,4,876251804
13,625,2,882398691
293,559,2,888906168
332,451,5,888360179
262,50,2,879962366
23,511,5,874786770
197,181,5,891409893
299,168,4,878192039
62,1107,1,879376159
115,69,1,881171825
57,252,2,883697807
221,684,4,875247454
1,229,4,878542075
64,1133,4,889739975
58,42,4,884304936
92,931,1,875644796
13,856,5,886303171
249,826,1,879640481
194,62,2,879524504
339,47,4,891032701
342,746,4,875320227
325,514,4,891478006
73,474,5,888625200
93,845,4,888705321
85,1101,4,879454046
42,1043,2,881108633
249,240,4,879640343
231,126,5,888605273
269,474,4,891448823
184,836,4,889909142
201,281,2,884112352
136,56,4,882848783
181,286,1,878961173
161,14,4,891171413
24,372,4,875323553
119,684,4,886177338
224,243,2,888082277
179,315,5,892151202
308,965,4,887738387
181,1051,2,878962586
145,1292,1,875271357
221,32,4,875245223
116,195,4,876453626
214,208,5,892668153
321,521,2,879441201
158,580,4,880135093
193,693,4,889124374
269,959,5,891457067
177,87,4,880130931
332,673,5,888360307
276,561,2,874792745
21,56,5,874951658
269,209,4,891448895
78,289,4,879633567
72,603,4,880037417
200,831,4,891825565
10,22,5,877888812
151,478,5,879524471
220,325,1,881198435
181,1291,1,878963167
332,595,4,887938574
314,29,5,877889234
130,1277,4,876250897
233,958,5,875508372
145,203,5,875271948
114,1104,5,881260352
148,596,5,877020297
59,664,4,888205614
299,50,4,877877775
56,31,4,892679259
90,713,4,891385466
210,160,4,887737210
303,181,5,879468082
6,432,4,883601713
43,216,5,875981128
278,98,4,891295360
6,515,4,883599273
123,285,5,879873830
200,7,4,876042451
230,154,4,880485159
89,381,4,879459999
167,1147,4,892738384
96,64,5,884403336
141,535,5,884585195
109,357,2,880572528
245,94,2,888513081
334,1008,4,891545126
169,603,5,891359171
97,428,4,884239553
27,596,2,891542987
127,286,1,884364525
348,370,4,886523621
59,1009,4,888203095
293,172,5,888905618
201,357,4,884111217
194,582,1,879535549
257,305,4,882049607
119,86,4,874782068
343,375,2,876406978
91,331,5,891438245
279,1495,4,889984565
253,568,4,891628295
151,464,4,879524089
210,404,5,887736739
301,89,2,882076046
59,569,4,888206161
14,408,5,879119348
316,735,4,880854337
213,509,4,878955372
343,655,5,876405697
234,8,5,892079585
240,288,5,885775536
214,531,4,891544222
151,224,5,879524293
79,269,5,891271792
91,131,2,891439471
299,645,4,877881276
268,949,2,875743909
130,222,4,874953769
16,228,5,877720733
244,54,2,880607335
11,47,4,891904551
5,42,5,875636360
214,1039,4,891544269
133,315,4,890588524
181,1128,1,878962279
303,9,5,879466830
286,683,5,884583549
23,421,5,874786770
188,511,2,875072211
151,193,4,879524491
303,318,5,879466523
128,609,4,879967550
25,455,4,885853415
327,82,2,887820448
334,59,5,891546000
164,125,5,889402071
13,341,2,886952422
321,30,4,879439658
6,481,5,883600914
279,702,4,875309760
236,735,5,890116599
48,202,4,879434791
145,200,4,877343121
130,374,4,875217392
68,1047,1,876974379
235,474,5,889655112
127,227,4,884364867
303,234,5,879467260
15,696,2,879456262
59,48,5,888204502
294,7,4,877819563
280,125,2,891701148
145,281,4,875272299
94,829,2,891724800
121,9,5,891390013
279,1000,4,875314313
144,204,2,888105116
149,269,5,883512557
130,946,4,875801830
234,490,4,892079803
241,880,5,887249889
292,919,5,881103508
46,288,2,883611307
75,475,5,884049939
59,570,4,888205745
322,185,5,887313850
129,995,2,883245452
42,692,4,881107773
298,496,5,884127603
60,485,4,883327222
138,617,4,879024128
268,333,4,876513565
65,210,4,879217913
363,1495,5,891497278
276,496,4,882659476
11,751,2,891902092
332,258,5,887916151
256,783,4,882165328
58,237,4,884304396
307,169,5,879283625
264,208,5,886123415
59,175,4,888205300
130,743,2,878537778
223,369,1,891550253
248,55,4,884534793
13,612,4,882140318
106,8,4,881452405
279,240,4,889151559
280,790,4,891702013
360,238,4,880355845
184,665,2,889910098
279,1180,2,890781034
177,318,4,880130618
298,237,5,884126240
268,403,4,875309914
280,53,5,891702544
42,925,4,881106113
345,1082,2,884994569
307,463,5,879283786
145,120,2,888398563
342,427,4,875319254
333,739,5,891045410
24,25,4,875246258
293,943,2,888906576
174,412,1,886433919
271,275,4,885847693
145,159,4,875272299
200,82,5,884129656
276,81,4,874791101
174,1254,1,886434421
83,465,4,880308578
290,423,5,880474422
294,603,5,889854323
245,112,4,888513575
201,204,4,884113082
85,690,2,890255371
55,89,5,878176398
177,197,4,880130758
24,477,5,875323594
234,414,4,892336021
348,288,5,886522495
222,946,2,878182237
307,189,4,877121617
141,1258,4,884585071
214,236,5,892668153
13,384,2,882141814
271,1091,4,885849648
43,238,2,883955160
82,25,2,878768435
257,50,5,882049897
193,485,5,889124252
92,834,1,875906882
333,98,4,891045496
258,893,1,885701099
13,776,2,882398934
254,222,4,886471346
89,83,4,879459884
311,748,4,884364071
264,709,5,886123727
236,419,5,890116282
305,52,2,886323506
269,902,5,891446132
233,492,5,880923253
83,28,4,880308284
13,530,5,881515295
119,188,4,874781742
200,570,4,884130484
102,810,2,888802508
89,707,5,879459884
285,168,4,890595900
268,129,2,875742437
344,451,4,884901403
87,684,5,879875774
328,162,4,885048004
305,245,1,886308147
279,464,4,875310041
204,292,5,892388857
76,474,5,875498278
332,288,5,887916151
135,802,2,879858003
345,988,2,884916551
124,157,2,890287936
151,1297,1,879542847
145,752,4,888396828
314,138,5,877890960
346,237,4,874949086
144,194,5,888105287
90,1101,4,891384570
181,324,1,878961814
151,506,4,879524900
233,269,5,891920842
350,228,4,882347598
280,159,4,891701944
299,485,4,877881320
269,919,4,891446132
64,284,4,889740056
180,56,5,877127130
226,169,5,883888892
189,484,5,893266105
194,425,2,879522240
326,633,4,879875852
264,25,4,886124197
303,91,5,879483480
10,135,5,877889004
60,502,4,883327394
377,443,4,891299078
374,591,4,880393095
138,111,4,879022890
13,40,2,886302815
348,742,4,886523078
204,191,4,892513906
243,221,5,879989217
181,922,1,878963305
13,467,5,882140588
279,147,4,875297199
130,959,4,876251865
249,684,4,879641285
109,520,5,880572642
283,216,4,879298206
145,44,5,875272132
189,607,4,893266204
10,498,5,877889333
25,269,4,885851953
363,433,4,891495143
159,245,5,880485488
38,71,5,892430516
321,8,4,879440451
11,268,5,891901652
67,276,4,875379515
1,12,5,878542960
200,313,5,884125806
10,164,4,877889333
234,847,4,891227730
59,1113,4,888205855
64,898,2,889737106
339,516,4,891033481
62,209,4,879373849
253,175,2,891628884
130,134,5,875801750
26,871,2,891379664
135,379,2,879857956
293,871,1,888908066
43,161,4,883955467
269,142,1,891451570
43,275,4,875975546
23,405,4,874784638
194,417,2,879525695
179,310,4,892151365
295,68,4,879518960
326,659,4,879875397
189,1403,4,893265921
70,383,2,884151700
326,451,2,879877234
385,1367,5,880879193
236,420,4,890116671
66,471,5,883601296
56,96,5,892676429
131,14,5,883681313
344,87,4,889814195
84,64,5,883450066
316,19,5,880854539
350,530,4,882346161
64,582,4,889739834
235,346,4,889654483
286,50,4,875806869
125,940,2,892838827
159,678,5,880485530
109,252,5,880571629
23,380,5,874787774
159,286,1,880485233
346,932,2,875264752
327,238,4,887747410
311,418,4,884365202
363,134,2,891494725
339,478,5,891032466
152,162,5,882474898
374,292,4,880392237
260,326,5,890618349
253,282,4,891628094
328,483,5,885045844
292,484,5,881105625
373,241,5,877100326
6,199,4,883601203
294,826,1,889243393
311,515,4,884365485
293,158,2,888907603
21,121,1,874951416
92,31,4,875654321
286,738,5,877534903
199,988,1,883782655
263,294,2,891297330
1,157,4,876892918
263,134,5,891299697
43,49,4,883956387
321,135,4,879439763
60,493,5,883325994
387,199,4,886483858
297,273,4,874954763
351,313,5,883356562
297,143,5,875239870
387,414,4,886482969
379,520,5,880524908
64,1139,1,889740260
344,288,4,889813994
281,877,4,881200643
256,181,4,882164444
222,529,2,881059537
230,8,5,880484501
168,117,5,884287318
383,319,2,891192377
49,1078,1,888067164
312,131,5,891699702
342,257,2,875318267
232,1128,2,888549907
95,111,4,879194012
13,890,1,883670672
246,719,4,884924026
203,326,4,880433398
84,7,4,883452155
308,514,4,887738619
279,1231,4,875313583
135,443,4,879857868
123,255,1,879873905
22,222,4,878887925
13,153,4,882139901
379,732,5,880525995
144,480,4,888106322
186,44,5,879023529
128,65,4,879968512
363,212,1,891497278
229,349,4,891633028
347,472,5,881652813
275,300,4,875153898
181,266,1,878961709
210,50,5,887731014
374,200,5,880395735
7,385,5,891351585
251,612,5,886271855
16,654,5,877720298
135,185,4,879857797
157,137,5,886889876
327,153,4,887818596
299,17,1,889503374
271,294,2,885844698
70,1065,4,884149603
347,173,2,881654503
95,660,5,880571456
380,313,4,885477859
152,699,5,882476911
392,178,5,891038945
118,184,5,875385057
360,237,4,880354484
307,402,2,879283362
374,9,1,880393056
286,1194,4,877533640
199,294,1,883782636
164,331,5,889401193
88,315,4,891037276
387,1007,5,886480623
236,183,2,890118206
222,8,1,878182307
363,2,4,891495809
97,432,4,884238997
274,255,2,878945579
164,300,5,889401221
378,508,4,880044278
113,324,2,875076180
328,22,5,885045805
249,39,4,879572284
340,181,4,884991431
343,191,5,876404689
130,94,5,875802058
48,423,4,879434752
19,310,4,885412063
85,212,2,879454859
1,242,5,889751633
22,393,4,878886989
389,124,4,879916053
292,173,5,881103631
385,474,5,881530739
316,190,5,880853774
253,806,4,891628181
244,294,4,880601905
343,163,5,876408139
293,33,2,888907433
210,243,2,887734998
173,242,5,877556626
269,175,5,891455816
230,1192,4,880485352
308,70,4,887737244
277,15,4,879544145
181,976,1,878963342
58,283,1,884304592
118,474,5,875384571
346,31,4,874950383
288,50,4,886374520
204,297,5,892514010
186,225,4,879024148
268,370,2,875745579
389,845,4,879916053
38,211,1,892431907
318,137,4,884494652
80,208,5,887401604
151,79,4,879524642
85,89,4,879454075
109,1014,4,880571979
298,69,4,884125058
264,382,4,886123596
85,702,2,879828054
246,145,1,884923922
206,678,1,888179833
167,733,2,892738453
66,280,4,883602044
123,735,2,879872868
83,63,4,880327970
303,742,4,879484899
373,747,4,877104048
382,25,2,875945880
295,82,4,879518126
398,181,4,875652318
91,230,4,891439560
158,286,4,880134261
327,659,4,887819021
231,846,4,888605274
94,685,4,891722382
85,234,4,882995015
401,486,4,891033184
321,213,4,879440109
72,177,4,880037204
90,1125,4,891384611
197,750,5,891409199
351,538,4,879481495
256,846,4,882151167
393,890,1,887742991
62,318,5,879373659
327,410,2,887819462
244,196,5,880605416
95,683,4,879193353
373,729,4,877099263
327,517,2,887818991
308,160,4,887738717
271,744,4,885847693
402,257,4,876266701
320,159,4,884751190
326,67,2,879877284
72,480,5,880037768
378,233,2,880333540
7,191,5,891351201
167,73,2,892738452
239,8,5,889179290
343,306,4,876402516
137,249,4,881433387
363,1099,2,891495402
200,2,4,884130046
82,479,4,878769703
111,896,2,891680243
375,684,4,886622066
255,413,2,883216358
236,66,2,890118507
379,90,2,880740215
308,199,4,887737760
269,527,5,891447841
293,64,5,888905519
313,423,4,891013939
387,381,4,886482969
37,597,5,880915607
146,302,4,891457538
7,501,5,891353411
87,515,4,879876194
307,511,5,879282952
201,563,1,884114813
70,542,2,884065248
362,336,2,885019468
251,249,5,886272118
267,88,4,878972873
244,117,2,880604698
326,445,4,879877413
259,98,4,874809091
373,117,4,877098599
70,89,4,884150202
102,50,4,888801315
81,1028,1,876534277
308,79,4,887737593
298,71,5,884183016
405,1409,1,885549045
237,199,4,879376606
309,303,2,877370319
320,123,4,884748750
231,121,4,879966609
373,451,5,877107430
365,321,5,891303536
56,38,2,892683533
344,248,4,889814539
49,514,4,888068686
313,565,1,891030027
276,743,1,874792634
367,100,5,876689878
13,447,2,882396869
76,1007,4,875312109
308,806,4,887737594
194,12,5,879520916
230,291,4,880484825
303,364,2,879544153
384,355,4,891274055
94,234,5,885882685
68,282,1,876974315
95,422,2,888956665
361,185,5,879441215
296,124,5,884196555
150,628,4,878747018
216,1161,4,881432609
60,216,4,883327827
374,952,2,883627906
342,1128,5,875318536
380,59,4,885478447
148,507,5,877398587
144,19,4,888103929
171,302,4,891034606
13,885,1,886302334
399,196,5,882349678
178,510,4,882826394
385,249,2,879440892
269,756,1,891451947
49,423,2,888067727
250,23,4,878090499
192,302,5,881366489
294,1007,4,877819761
130,33,5,876252087
345,660,5,884993418
1,250,4,874965706
174,949,5,886513729
237,513,5,879376328
104,546,1,888465491
49,542,2,888067096
138,519,5,879024043
249,271,4,879571521
130,286,5,874953239
10,706,4,877888677
325,107,2,891479102
326,205,4,879875507
286,57,5,877533419
342,523,4,875319854
268,183,4,875309583
226,28,4,883889322
296,204,5,884199625
363,346,4,891493746
177,270,1,880130452
160,24,5,876769689
118,528,4,875384514
360,251,5,880354315
243,511,5,879989217
97,79,5,884238817
5,385,4,875636185
181,103,1,878962586
276,210,4,874792094
92,135,4,875652981
194,281,2,879540567
269,1101,4,891448120
385,1071,4,879448426
102,101,4,883748488
16,300,5,877717078
395,315,5,886480875
7,79,4,891352261
117,195,5,881012255
405,414,1,885547268
311,921,4,884364695
297,272,5,884039431
328,1136,4,885047018
10,371,4,877886912
222,1179,1,881060550
141,295,5,884585039
207,174,4,877750843
392,534,4,891038205
80,199,2,887401353
95,48,4,879197500
94,246,4,891724064
13,405,2,882397742
286,1047,1,876522026
378,175,4,880055706
200,215,4,884129346
236,58,2,890118462
243,813,4,879987239
164,823,4,889402225
286,53,2,877533506
389,53,2,880089337
376,269,5,879454598
196,286,5,881250949
210,419,4,887737678
357,334,4,878951101
326,88,2,879877235
115,470,2,881171694
152,286,5,875562268
59,729,4,888205265
233,381,4,877665125
116,65,2,876454052
265,258,4,875320024
374,770,5,880938100
212,197,5,879303795
312,52,5,891699399
249,216,4,879641305
90,1193,4,891384789
59,476,2,888203814
398,520,5,875717106
283,288,2,879297867
406,429,4,879446062
378,739,4,880333239
126,288,4,887853469
330,153,5,876545970
137,51,1,881433605
363,307,5,891493795
63,408,4,875747242
181,1151,1,878963304
152,80,5,882477572
330,172,5,876546619
401,273,2,891032334
99,402,4,885680617
29,270,4,882820803
160,228,2,876862243
130,128,4,876251728
347,182,5,881653736
331,503,4,877196504
256,566,5,882164559
389,1203,5,880087544
316,530,2,880853599
308,91,4,887737536
