207	527	4	877879172
291	288	5	874805453
60	524	4	883325994
438	9	4	879868005
297	69	3	875240171
461	50	3	885356089
447	252	3	878854975
92	82	2	875654846
28	443	4	881961671
417	1550	3	879648707
204	303	5	892389020
201	658	3	884111677
103	252	2	880420020
321	190	4	879439562
22	651	4	878887810
279	407	4	875297479
13	547	1	882397011
198	198	4	884207654
437	423	5	880141196
404	328	4	883790749
452	61	1	887718917
409	527	4	881109175
450	237	5	887660650
244	856	5	880602002
72	7	1	880036347
178	260	1	886678700
222	1218	1	878183218
313	391	3	891028360
128	196	5	879967550
322	188	3	887314244
405	1066	1	885549111
312	372	3	891699568
421	238	5	892241576
313	23	4	891013742
168	9	1	884287394
215	176	5	891435804
168	930	3	884288243
59	756	2	888203658
374	466	5	880394929
244	959	4	880607684
385	486	2	879442189
425	448	2	878738887
200	419	4	884129232
18	663	4	880129454
59	64	5	888204309
288	346	5	886372155
177	23	5	880130758
7	99	5	891352557
401	154	1	891033184
189	89	5	893265624
367	234	4	876690098
119	755	1	886176678
279	156	4	875306580
324	322	4	880575163
450	39	4	882376282
246	831	1	884924025
79	1022	5	891271792
174	723	5	886514448
255	322	2	883215723
109	67	5	880580719
209	333	2	883589568
314	1473	4	877891089
190	539	2	891033370
151	209	4	879524443
109	173	5	880572786
92	500	4	883433734
435	343	5	884130744
263	496	5	891298218
457	500	5	882553112
234	1064	4	892333683
329	282	3	891656300
145	732	4	875272833
4	271	4	892001690
90	151	2	891385190
194	939	3	879550615
264	240	4	886124352
231	289	4	888605273
316	507	3	880853704
416	1012	4	876697205
83	597	2	891182270
378	959	3	880046408
94	7	4	885873089
298	511	4	884127690
92	56	5	875653271
170	288	3	884706012
435	434	2	884131542
346	571	3	875264262
189	198	4	893265657
311	584	3	884365485
222	318	5	878181934
417	250	4	879646463
335	333	4	891566952
459	596	3	879562939
95	190	4	888954513
13	757	3	882398934
117	179	5	881012776
409	173	3	881108246
245	21	3	888513502
247	269	4	893097024
437	727	3	881001576
230	141	4	880485489
213	199	5	878956000
116	872	3	876452228
407	179	3	875046427
299	606	4	889501393
13	234	5	882140252
331	475	3	877196173
460	327	4	882912418
18	404	4	880132055
431	879	3	877844489
346	147	4	874950172
393	470	4	889554730
95	597	3	879194663
59	670	4	888206485
389	510	3	880165367
161	309	2	891170018
435	410	5	884133733
416	213	5	893213443
313	662	3	891031576
22	665	1	878888145
276	325	3	874786419
405	423	5	885545306
70	175	3	884150422
321	45	4	879439763
363	44	3	891496927
210	926	2	887730909
459	194	3	879566291
48	647	4	879434819
251	1012	4	886272175
385	1097	5	879440158
224	366	3	888104457
90	515	5	891385165
